,Timestep,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSVAR,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSSTD
78,2006-03-21,13.472373962402344,3.5402915477752686,1.8815662860870361
79,2006-03-22,14.268909454345703,3.0848026275634766,1.756360650062561
80,2006-03-23,19.021121978759766,3.8702526092529297,1.96729576587677
81,2006-03-24,19.97612190246582,7.027874946594238,2.6510138511657715
82,2006-03-25,20.593008041381836,2.7843563556671143,1.668639063835144
83,2006-03-26,22.068073272705078,5.426644325256348,2.3295159339904785
84,2006-03-27,23.117206573486328,3.715735912322998,1.9276244640350342
85,2006-03-28,26.46162223815918,3.1126794815063477,1.764278769493103
86,2006-03-29,23.53062629699707,2.982970952987671,1.7271279096603394
87,2006-03-30,19.627113342285156,2.9680309295654297,1.7227973937988281
88,2006-03-31,16.044702529907227,4.8790059089660645,2.2088472843170166
89,2006-04-01,17.029741287231445,4.954320907592773,2.225830316543579
90,2006-04-02,19.875574111938477,3.4600865840911865,1.860130786895752
91,2006-04-03,13.772500038146973,6.049466133117676,2.459566354751587
92,2006-04-04,20.22392463684082,2.7649033069610596,1.6627998352050781
93,2006-04-05,23.584409713745117,2.618316888809204,1.6181213855743408
94,2006-04-06,16.967681884765625,3.473189115524292,1.8636493682861328
95,2006-04-07,13.83515453338623,3.251356601715088,1.8031518459320068
96,2006-04-08,18.415878295898438,4.027719020843506,2.006917715072632
97,2006-04-09,23.081567764282227,3.6625990867614746,1.9137917757034302
98,2006-04-10,16.585750579833984,5.880497455596924,2.424973726272583
99,2006-04-11,18.583805084228516,5.1739678382873535,2.2746357917785645
100,2006-04-12,22.038875579833984,3.347639322280884,1.8296555280685425
101,2006-04-13,11.052974700927734,3.52473521232605,1.8774278163909912
102,2006-04-14,11.0018949508667,4.163156032562256,2.04038143157959
103,2006-04-15,15.813203811645508,3.8594815731048584,1.964556336402893
104,2006-04-16,19.834171295166016,3.324399948120117,1.823293685913086
105,2006-04-17,16.705657958984375,5.190844535827637,2.2783424854278564
106,2006-04-18,11.181727409362793,4.895750999450684,2.212634325027466
107,2006-04-19,7.795206546783447,6.137744903564453,2.477447271347046
108,2006-04-20,14.066824913024902,2.546931266784668,1.5959107875823975
109,2006-04-21,19.287599563598633,3.6419057846069336,1.908377766609192
110,2006-04-22,23.125661849975586,2.797003984451294,1.672424554824829
111,2006-04-23,20.653291702270508,3.0203726291656494,1.737921953201294
112,2006-04-24,25.370288848876953,4.24888277053833,2.06128191947937
113,2006-04-25,25.63124656677246,3.645195245742798,1.909239411354065
114,2006-04-26,25.767900466918945,6.598888397216797,2.5688302516937256
